,Acetanaerobacterium,Acetivibrio,Acidaminococcus,Acinetobacter,Actinomyces,Adlercreutzia,Akkermansia,Alistipes,Allisonella,Allobaculum,Anaerococcus,Anaerofilum,Anaeroplasma,Anaerosporobacter,Anaerostipes,Anaerotruncus,Anaerovorax,Atopobium,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blautia,Bulleidia,Butyricicoccus,Butyricimonas,Butyrivibrio,Caldimonas,Caloramator,Campylobacter,Catenibacterium,Citrobacter,Clostridium_III,Clostridium_IV,Clostridium_XI,Clostridium_XVIII,Clostridium_XlVa,Clostridium_XlVb,Clostridium_sensu_stricto,Collinsella,Coprobacillus,Coprococcus,Coraliomargarita,Corynebacterium,Cronobacter,Denitrobacterium,Desulfotomaculum,Desulfovibrio,Dialister,Dietzia,Dorea,Eggerthella,Elusimicrobium,Enterobacter,Enterococcus,Enterorhabdus,Erysipelothrix,EscherichiaShigella,Ethanoligenens,Eubacterium,Faecalibacterium,Finegoldia,Flavonifractor,Fusobacterium,Gemella,Gemmiger,Gordonibacter,Gracilibacter,Granulicatella,Haemophilus,Hespellia,Holdemania,Howardella,Hydrogenoanaerobacterium,Klebsiella,Lachnobacterium,Lactobacillus,Lactococcus,Lactonifactor,Lutispora,Marvinbryantia,Megamonas,Megasphaera,Methanobrevibacter,Methanosphaera,Mitsuokella,Mobiluncus,Mogibacterium,Moryella,Murdochiella,Odoribacter,Olsenella,Oribacterium,Oscillibacter,Oxalobacter,Papillibacter,Parabacteroides,Paraprevotella,Parasporobacterium,Parasutterella,Parvimonas,Peptococcus,Peptoniphilus,Peptostreptococcus,Phascolarctobacterium,Porphyromonas,Prevotella,Pseudobutyrivibrio,Pseudoflavonifractor,Pseudomonas,Robinsoniella,Roseburia,Rothia,Ruminococcus,Saccharofermentans,Selenomonas,Slackia,Sneathia,Solobacterium,Spiroplasma,Sporobacter,Staphylococcus,Streptococcus,Subdoligranulum,Succinivibrio,Sutterella,TM7_genera_incertae_sedis,Tepidimicrobium,Treponema,Turicibacter,Unassigned,Vampirovibrio,Veillonella,Victivallis,Weissella
4EP52,67,0,0,0,3,0,775,539,0,56,0,13,0,388,21,19,14,3,2864,143,631,90,140,0,15,61,0,0,10,0,0,0,159,22,23,143,1977,199,499,217,37,162,0,0,0,9,0,10,60,0,122,3,0,0,1,43,0,25,0,715,1048,1,95,1,0,130,0,43,0,1,9,33,0,3,0,115,4,4,0,109,0,1,1,16,1,0,1,0,1,0,57,2,0,1738,0,54,291,25,89,10,3,0,3,2,475,6,36,0,26,2,0,120,0,1176,0,0,0,0,0,113,589,0,143,216,1,59,2,0,0,7,2728,0,2,47,0
4EP53,19,0,0,0,3,0,2,359,0,0,0,1,0,197,5,6,4,0,2211,152,255,16,103,0,40,43,0,0,0,0,371,0,168,20,12,1,1627,42,49,107,0,330,0,0,0,3,0,0,714,0,44,0,0,0,0,0,0,2,0,171,2268,0,23,0,1,146,0,2,0,8,11,5,0,0,0,4,0,0,1,8,0,0,1,1,0,1,0,0,0,0,68,0,0,552,4,24,236,94,41,200,0,0,0,0,0,0,6414,1,5,1,0,1392,1,551,0,0,0,0,0,137,109,0,60,12,0,0,1,0,0,10,464,0,0,8,0
4EP54,12,0,527,0,10,0,1,410,0,1,0,0,0,22,3,8,0,0,3679,399,95,117,171,0,60,103,0,0,0,0,1893,0,170,21,0,12,1703,263,1,65,0,128,0,0,0,0,0,172,758,0,131,1,0,0,0,0,0,33,0,2,1819,0,53,0,0,630,0,0,0,0,26,1,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,164,0,0,240,0,0,322,339,11,0,0,0,0,0,2,0,1907,1,20,1,0,1176,0,665,0,0,4,0,0,1,24,0,24,6,0,647,2,0,0,0,754,161,10,0,0
4EP56,199,0,290,0,13,0,0,215,14,118,0,1,0,4,78,9,1,1,4877,465,2,103,232,1,33,39,0,0,0,0,0,0,50,35,281,12,1472,12,1001,0,3,158,0,0,0,0,0,15,1,0,101,1,0,0,0,0,0,0,0,1,1547,0,161,0,2,793,0,0,3,0,6,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,145,0,0,135,0,4,492,0,36,690,0,0,0,0,477,0,1739,0,4,6,0,1831,0,588,0,0,0,0,2,0,64,0,24,9,1,2,51,0,0,24,1105,0,8,1,0
4EP57,50,0,0,0,2,0,442,599,0,1,0,3,0,52,42,12,0,0,3412,351,398,84,139,0,64,66,0,0,4,0,0,0,344,24,1,126,1706,69,11,30,0,198,0,0,0,27,0,16,505,0,45,0,0,0,0,15,0,0,0,80,4142,0,90,1,0,1503,1,12,0,0,4,0,0,2,0,25,0,0,2,9,0,0,0,0,0,0,0,1,0,0,70,30,0,923,0,8,217,91,74,90,0,0,0,0,0,0,7,0,3,3,0,1575,1,803,0,0,0,0,0,0,183,0,42,40,2,236,1,0,0,0,778,54,0,11,0
4EP58,51,0,537,0,0,0,0,938,3,148,1,3,0,90,42,4,18,1,2018,980,8,82,155,16,22,47,0,0,1,1,0,0,269,22,6,16,779,185,25,77,0,188,0,0,0,7,0,263,2,0,359,0,0,0,0,101,0,99,0,1900,607,3,30,0,0,85,1,1,0,5,5,38,29,2,0,2,0,5,0,29,0,0,0,58,0,0,0,0,0,0,33,27,0,1329,5,9,370,4,25,122,0,0,0,0,1800,2,2480,4,6,6,24,238,0,381,0,4,90,0,0,301,666,0,137,41,2,0,0,0,0,0,962,0,7,215,0
4EP59,59,0,1,0,5,0,4019,2305,0,0,0,0,0,1,127,25,3,1,3629,0,888,255,151,0,2,1,0,0,0,166,0,1,84,1,4,59,1756,218,1,0,0,1,0,0,2,0,0,0,1041,0,61,22,0,1,0,0,0,1285,0,152,4,0,241,26,0,0,1,19,0,0,1,0,0,0,0,69,6,0,0,26,0,0,1,0,0,0,0,0,0,0,68,0,0,218,0,28,745,1,2,0,0,0,0,0,0,3,5,0,21,1,0,499,2,686,1,0,0,0,0,0,27,0,58,20,3,1,0,1,0,1,597,0,275,0,0
4EP6,26,0,13,0,4,0,0,496,0,354,0,0,0,7,15,21,6,0,1684,109,575,148,415,0,29,204,0,0,8,0,314,0,688,27,10,12,2630,60,3,565,1,1205,0,0,0,13,0,19,1,0,231,4,0,0,0,37,0,12,0,282,242,0,16,1,1,436,0,6,1,2,13,2,24,0,0,123,0,0,1,17,1,0,0,5,0,0,2,4,0,0,76,0,0,1789,0,37,439,0,39,192,0,0,0,0,483,1,221,0,15,3,18,741,0,543,0,0,0,0,0,0,1024,0,170,17,0,0,0,2,0,0,2715,0,0,3,0
4EP60,34,0,2,0,0,0,1,289,1,1,0,0,0,309,36,5,0,1,799,64,0,35,193,0,43,31,0,0,0,0,0,0,418,11,25,279,2127,47,7,40,0,410,0,0,0,3,0,142,963,0,113,0,0,0,0,18,0,0,1,230,1859,0,26,0,0,203,0,3,0,5,17,6,0,0,0,2,1,0,0,5,0,1,1,0,0,0,0,0,0,0,35,0,2,868,2,7,152,56,34,27,0,0,0,0,1,0,6038,1,3,7,0,1532,2,896,0,0,0,0,0,53,165,0,9,15,2,101,4,0,0,0,980,139,3,3,0
4EP61,28,0,127,0,4,0,4,486,6,0,0,2,0,118,4,30,15,0,2411,247,225,127,62,0,26,121,0,0,1,0,367,0,395,28,14,2,1646,43,138,74,1,290,0,0,0,3,0,23,1304,0,35,0,0,0,0,0,0,6,0,506,805,0,34,0,0,66,0,3,0,2,10,2,2,0,0,3,0,0,0,11,0,0,0,10,1,0,0,1,0,0,76,3,0,1116,12,10,418,66,2,234,0,0,0,0,0,0,5657,1,11,0,15,213,1,437,0,0,0,0,0,51,329,0,18,27,0,1,1,0,0,1,1358,2,0,15,0
4EP62,5,0,1,0,4,0,542,265,0,0,1,2,0,113,24,21,7,0,2785,428,254,31,142,0,156,23,0,0,5,0,0,0,386,18,1,156,1707,41,22,24,0,177,4,3,0,13,0,229,2,0,87,1,0,0,0,75,0,18,0,294,1965,1,82,0,0,67,0,25,1,0,15,0,0,0,0,183,3,0,0,9,1,319,0,162,0,0,2,0,0,0,27,1,1,1372,31,27,332,103,374,7,0,0,1,0,504,5,51,0,34,1,12,1939,2,829,0,0,29,0,0,0,169,0,149,1,0,100,7,0,0,0,2257,205,5,154,0
4EP63,82,0,0,0,6,0,30,340,0,179,0,1,0,36,3,5,5,0,6925,345,0,123,105,0,43,117,0,0,1,0,0,0,224,20,6,46,1307,94,13,26,2,207,0,0,0,2,0,28,0,0,75,2,0,0,0,17,0,0,0,155,1145,0,69,0,0,98,0,2,2,0,11,4,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,45,0,0,942,0,18,263,360,12,183,0,0,0,0,678,0,9,0,8,3,0,1811,0,1908,0,0,0,0,2,0,172,0,41,29,0,0,0,0,0,0,1477,1,1,80,0
4EP64,8,0,77,1,4,0,235,77,8,369,0,3,0,101,0,12,1,0,7957,552,28,1,67,0,44,0,0,0,1,0,0,0,114,28,0,3,1965,43,1,152,0,139,0,0,0,2,0,47,409,0,26,1,0,0,0,19,0,1,0,115,1314,0,76,0,0,164,0,4,0,0,6,2,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,737,0,17,259,0,2,787,0,0,0,0,0,0,5,0,16,3,1,1319,0,2038,0,0,4,0,2,1,50,0,3,4,0,1,0,0,0,0,543,17,3,0,0
4EP65,0,0,1,0,7,0,1,118,0,1,0,0,0,2,1,0,0,2,4573,4,1943,141,64,0,30,0,0,0,0,0,1,0,0,0,1,6,853,0,3,0,0,0,0,0,0,0,0,0,1013,0,264,4,0,0,1,0,0,167,0,4,20,0,332,0,0,258,0,0,0,0,1,0,0,0,0,0,246,0,0,0,0,65,7461,0,0,0,0,0,0,0,2,0,0,8,0,0,801,0,0,5,0,0,0,0,2,4,1257,0,0,1,0,127,3,28,0,0,0,0,0,0,3,0,71,41,0,0,0,0,0,0,36,0,5,0,0
4EP66,5,0,1,0,0,0,1,412,10,0,0,0,0,108,11,3,5,0,2246,531,10,71,150,0,72,77,0,0,1,1,0,0,468,31,0,50,2577,71,25,27,0,1099,0,0,0,10,0,9,1632,0,122,1,0,0,0,23,0,4,0,139,1706,0,48,1,0,202,0,1,3,0,20,1,0,0,0,76,6,0,3,17,5,1,3,0,0,0,0,0,0,0,46,0,1,640,0,5,261,496,111,8,1,0,0,0,240,0,1291,6,18,5,51,813,7,748,0,0,11,0,0,24,202,0,270,36,0,486,0,0,0,0,1713,4,382,11,0
4EP67,5,0,0,0,9,0,965,434,0,1,0,0,0,14,7,2,0,0,5861,470,732,81,37,0,48,0,0,0,0,0,0,0,53,9,46,42,1084,50,12,161,1,91,0,0,0,0,0,1,986,0,75,1,0,0,0,0,0,39,2,201,2216,0,56,0,1,114,1,0,1,0,1,8,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,1,0,0,122,0,0,586,0,4,472,1,3,873,0,0,0,0,3,1,10,0,11,5,0,1652,1,1615,0,0,0,0,0,1,22,1,8,98,0,0,8,1,0,0,564,0,6,0,0
4EP69,54,0,0,0,0,0,3,391,0,2,0,0,0,114,9,5,4,0,5640,187,65,116,85,0,16,163,0,0,1,0,0,0,266,34,15,117,2471,75,54,57,0,214,0,0,0,0,0,1,520,0,47,0,0,0,0,8,267,0,0,106,1428,0,10,0,1,41,0,1,0,7,10,61,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,91,4,1,560,0,14,1092,381,6,514,0,0,1,0,0,0,6,0,4,8,6,1235,0,962,0,0,8,0,0,0,581,0,45,14,0,1,1,0,0,28,597,15,2,1,0
4EP7,58,0,328,0,13,0,110,179,17,62,1,1,0,820,1,6,12,2,2986,0,1,158,140,0,39,69,0,0,0,0,559,0,20,7,5,76,1246,26,3,138,0,130,0,0,0,34,0,274,799,0,53,2,0,0,0,0,0,0,2,296,630,0,163,867,1,173,0,9,1,0,8,1,2,2,0,0,2,0,1,3,0,1241,402,0,0,0,0,0,1,0,56,7,0,223,0,30,123,351,6,0,0,0,0,0,4,0,4951,1,5,4,0,442,4,261,0,2,42,0,0,0,122,0,50,131,2,782,5,0,0,0,192,0,2,0,0
4EP70,120,0,1507,0,3,0,1,295,0,10,0,0,0,1,57,1,0,0,4157,7,1747,113,679,0,27,75,0,0,0,0,0,0,0,22,2,548,2876,0,5,591,0,1,0,0,0,0,0,134,442,0,722,10,0,0,0,0,0,14,8,82,1,0,278,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,4,11,0,0,1781,0,0,0,0,0,0,0,58,0,0,121,0,1,931,160,15,3,0,0,0,1,43,0,1047,0,3,1,0,7,0,224,0,0,0,0,0,0,5,0,180,1,0,683,3,0,0,0,164,7,0,0,0
4EP71,149,0,0,0,2,0,0,1758,0,0,0,1,0,0,50,13,2,0,3041,768,489,104,776,0,28,117,0,0,15,0,2,0,129,28,1,3,1393,178,35,31,4,117,0,0,1,52,0,0,307,0,231,7,0,0,0,28,0,1264,0,45,1081,0,206,0,0,0,6,44,0,0,0,6,0,3,0,0,0,0,1,242,0,0,0,0,0,0,0,0,0,0,223,0,1,544,3,208,534,124,24,119,0,0,0,0,0,1,6,0,60,9,0,598,1,1301,0,0,0,0,0,0,46,0,174,51,0,340,3,0,0,4,2125,37,1,0,0
4EP72,17,0,0,0,4,0,2,90,2,124,0,1,0,414,2,4,18,0,893,497,32,21,41,1,26,58,0,0,2,1,0,0,472,18,24,72,2730,46,44,35,0,119,1,0,0,1,0,143,0,0,25,0,250,0,0,5,12,111,0,630,1450,0,21,0,0,2,0,6,0,2,5,64,7,0,0,59,0,0,3,3,6,2,0,1,1,8,0,0,0,0,49,3,0,1699,7,8,202,77,56,1,0,0,0,0,532,1,4155,8,9,4,35,496,0,920,0,0,1,0,0,91,311,1,140,6,1393,49,4,0,0,3,862,96,14,43,0
4EP74,15,0,1,0,6,0,0,192,9,0,0,2,0,55,45,5,1,0,2180,269,93,49,121,0,28,57,0,0,1,0,1,0,117,11,8,236,2058,76,9,197,0,178,0,0,0,2,0,89,1071,0,42,0,0,0,0,72,42,38,0,204,3595,0,45,0,6,88,2,0,1,46,6,0,4,0,0,0,52,0,1,3,1,0,3,0,0,0,0,0,0,0,97,0,0,1034,4,1,317,197,5,0,0,0,0,0,337,0,3320,0,1,0,1,610,3,1277,0,0,0,0,0,1,88,0,234,17,1,327,6,0,0,0,552,0,123,8,0
4EP75,161,0,628,0,3,0,25,526,0,67,0,2,0,31,1,19,2,1,4406,2058,0,92,56,4,15,160,0,0,0,0,0,0,122,20,0,13,3166,120,4,13,0,66,0,0,0,1,0,189,470,0,10,1,0,1,0,2,0,14,0,104,437,0,103,0,0,37,2,2,1,0,11,6,1,0,0,1,0,0,1,0,0,1216,0,0,0,0,0,1,0,0,669,0,1,541,2,23,377,156,35,3,0,0,0,0,3,0,9,0,5,4,7,802,0,978,0,0,3,0,0,0,66,0,6,5,0,76,0,0,0,0,993,19,0,14,0
4EP76,0,0,351,0,2,0,3,0,35,17,0,0,0,8,0,0,0,0,71,6,1,35,21,6,16,1,0,0,0,0,152,0,3,20,0,2,1312,20,0,32,0,14,0,0,0,0,0,30,664,0,21,0,0,0,0,19,0,0,0,35,493,0,9,1,0,70,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,618,0,0,54,0,0,0,0,0,26,1,39,0,0,4,18,4,0,0,0,0,0,696,0,10529,0,2,1,0,301,0,34,0,341,14,0,0,0,0,0,7,7,2606,301,4,0,0,0,817,0,4,0,0
4EP77,101,0,0,0,4,0,11,362,0,0,1,0,0,25,10,17,0,0,4802,543,28,0,153,0,102,168,0,0,0,0,0,0,145,32,0,69,1443,109,1,36,1,145,0,0,0,0,0,16,305,0,80,1,0,0,0,0,0,1,0,51,2731,0,76,0,0,284,0,2,1,0,23,0,0,2,0,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,506,0,11,537,0,15,0,0,0,0,0,1,0,4,22,32,4,1,5023,0,531,1,0,0,0,0,0,32,0,17,34,1,880,5,0,0,0,442,0,3,6,0
4EP78,31,0,283,0,0,0,0,601,0,0,0,0,0,0,5,45,5,0,2931,550,78,104,352,1,48,358,0,0,0,0,0,0,609,4,4,66,2285,38,589,21,0,35,0,0,0,0,0,176,2,0,174,7,0,0,0,0,0,134,3,76,1473,0,93,240,0,2,0,2,0,0,2,7,0,1,0,0,1,0,5,3,5,0,0,0,0,0,0,0,0,0,707,0,0,308,0,46,545,0,99,407,0,0,0,0,1432,0,2,1,12,2,0,1785,0,526,0,0,2,0,0,0,257,0,1,36,1,0,0,0,0,0,960,213,0,0,0
4EP79,3,0,645,0,3,0,0,20,33,0,0,1,0,11,0,7,0,0,3109,727,96,1,50,0,18,84,0,0,0,0,0,0,1,23,19,0,1229,2,3,68,0,70,0,0,0,1,0,114,801,0,90,0,0,0,0,6,0,1,0,19,1333,0,135,0,0,43,0,0,1,0,15,4,0,0,0,0,0,3,1,1,0,1333,664,0,0,0,0,0,0,0,16,52,0,161,0,9,340,107,2,0,0,0,0,0,0,0,6946,0,9,2,0,326,0,58,0,0,0,0,1,0,11,0,3,14,1,0,4,0,0,2,978,0,1,0,0
4EP8,39,1,39,0,0,0,259,1143,0,1,0,0,0,29,11,12,10,0,3227,283,353,0,335,0,89,145,0,0,1,0,0,1,284,22,4,235,2957,142,47,54,0,114,0,0,0,3,0,215,236,0,69,3,0,2,0,0,0,216,0,175,3286,0,56,1,0,111,5,1,0,1,17,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1,0,138,0,0,970,3,58,361,0,69,47,0,0,0,0,1,2,13,0,27,1,1,1133,1,885,0,0,0,0,0,362,272,0,16,66,0,374,1,0,0,1,748,1,7,0,0
4EP80,16,0,2,0,2,0,4,332,0,0,0,1,0,202,12,2,3,0,5951,195,1,1,110,28,12,19,0,0,2,1,0,0,308,14,1,63,3699,105,6,26,0,68,0,0,0,1,0,15,0,0,34,0,0,0,0,14,0,31,0,28,3203,0,14,0,1,167,0,4,0,2,10,14,3,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,84,1,1,413,0,3,152,0,38,75,0,2,0,0,532,0,12,2,4,3,27,500,0,1475,0,0,13,0,0,23,110,0,3,33,1,0,5,0,0,0,1713,0,17,3,0
4EP81,21,0,0,0,1,0,204,272,0,0,0,2,0,65,21,7,9,0,4839,182,26,64,267,0,30,20,0,0,3,0,0,0,139,39,0,121,2341,135,5,3,0,324,0,0,0,4,0,5,0,0,82,1,0,0,0,23,0,8,0,341,2291,0,131,0,0,64,4,6,0,0,4,12,0,1,0,19,0,0,0,13,0,0,2,0,0,0,0,0,0,0,29,3,1,1307,4,37,298,240,108,269,0,0,0,0,754,1,291,5,24,4,23,2369,4,619,0,0,0,0,0,10,194,0,8,119,1,1,1,0,0,0,571,117,4,206,0
4EP82,3,0,1397,0,2,0,1,259,5,71,0,0,0,2,5,0,1,1,4797,455,11,62,54,0,31,15,0,0,0,0,0,0,30,20,9,41,1813,17,3,56,0,95,0,0,0,3,0,653,1,0,34,0,0,0,0,0,0,27,1,1,195,0,20,0,1,170,0,1,0,0,1,1,0,0,0,0,0,0,0,6,0,0,1820,1,0,0,0,0,0,0,37,0,0,376,0,8,560,705,15,14,0,0,0,0,1144,0,688,0,8,1,0,1966,0,560,0,0,0,0,0,0,38,0,45,4,0,618,1,0,0,0,1005,0,1,0,0
4EP83,1,0,931,0,34,0,0,15,0,2,0,0,0,79,95,0,0,2,5016,4,1366,0,111,0,5,0,0,0,0,2,0,0,3,0,24,198,2371,1,72,46,0,529,0,0,0,0,0,44,1242,0,21,1,0,0,0,24,0,43,0,66,1069,0,24,1,4,3,0,1,3,8,4,0,0,0,0,1,9,8,0,0,0,0,6,0,0,0,0,0,0,0,46,0,0,23,0,0,960,1,22,1,0,0,0,0,4,0,5,0,8,1,1,1946,2,553,0,0,0,0,1,3,1,0,281,0,2,2232,4,0,0,17,87,0,295,0,0
4EP84,94,0,202,0,4,0,448,1073,10,0,0,1,0,228,6,17,1,0,2133,115,893,119,188,0,27,237,0,0,7,1,0,0,114,26,4,82,808,99,35,132,1,75,0,0,0,0,0,231,164,0,87,12,0,0,0,0,0,0,1,219,1857,0,62,0,1,214,0,13,0,0,1,3,0,4,0,9,27,0,1,7,0,0,248,0,0,0,0,0,0,0,2055,6,0,988,7,27,657,0,47,333,0,0,0,0,135,0,3,0,6,2,0,291,1,3140,0,0,29,0,0,632,341,0,142,23,2,0,7,0,0,0,530,36,5,24,0
4EP85,0,0,1,0,1,0,1,3,8,79,0,0,0,24,9,0,0,0,1124,84,1001,0,25,0,7,0,0,0,0,0,491,0,46,3,54,3,366,3,5,145,0,16,0,0,0,0,0,0,1,0,12,0,0,0,0,4,0,0,0,0,2288,0,13,0,0,48,0,0,1,0,0,0,9,0,0,0,7,0,1,0,0,1438,0,0,0,0,0,1,0,0,0,11,0,15,0,0,41,2,13,0,1,0,0,0,548,0,11329,0,1,1,0,186,0,6,0,0,13,0,0,0,0,0,3,0,0,343,4,0,0,1,100,0,0,0,0
4EP86,28,0,188,0,4,0,2,565,2,0,0,0,0,1,2,8,0,0,7893,248,44,141,107,0,12,179,0,0,1,0,0,0,30,29,1,80,1456,78,1,37,0,18,0,0,0,0,0,84,352,0,54,0,0,0,0,0,0,0,0,32,2588,0,317,0,0,90,0,0,0,0,0,21,0,0,0,0,0,31,0,5,0,0,3,0,0,0,0,0,0,0,146,0,0,361,0,5,961,350,85,726,0,0,0,0,1,0,11,0,12,3,0,133,1,252,0,0,30,0,0,0,34,0,2,63,2,0,1,0,0,0,237,0,2,150,0
4EP87,7,0,38,0,2,0,1,73,0,0,0,0,0,6,1,3,1,0,846,145,1,23,59,0,6,14,0,0,0,0,69,0,39,13,13,28,991,20,14,33,0,168,0,2,0,4,0,184,522,0,24,0,0,0,0,2,0,8,0,128,2585,0,34,0,4,1,0,0,0,41,3,1,0,0,0,0,2,1,0,2,0,0,117,0,0,163,0,0,0,0,17,0,1,250,0,0,300,0,2,3,0,0,0,0,2,0,7357,25,3,2,14,296,7,341,0,0,1,0,2,7,46,0,87,86,3108,71,8,0,0,1,1199,1,17,3,1
4EP88,0,0,21,0,13,0,0,0,0,21,0,0,0,2,0,0,0,4,10165,17,43,0,28,0,26,0,0,0,0,1,0,2,10,0,13,97,978,30,198,56,0,2,0,0,1,0,0,0,1,0,673,0,0,33,0,0,0,1406,0,4,527,0,11,2,5,20,0,0,4,0,1,0,0,0,5,0,0,0,0,0,0,1,33,0,0,0,0,1,0,0,0,0,0,6,0,0,315,109,2,0,1,0,0,0,24,0,5,0,8,2,0,200,20,84,0,2,16,0,2,0,0,0,91,0,0,570,9,0,0,0,1367,0,2688,0,0
CNTRL20,90,0,0,3,21,0,70,1419,0,603,1,37,0,0,1,2,7,1,3636,203,1163,3,41,0,6,19,0,0,92,0,3,0,2770,87,491,67,217,0,111,140,0,132,0,0,0,0,38,0,0,0,11,17,0,3,3,115,2,4,30,20,846,0,34,0,0,289,0,158,0,0,1,5,0,10,1,2,294,0,1,12,0,0,2,0,0,0,0,1,0,0,73,2,0,1576,3,2,140,0,1,1,2,0,0,0,0,0,1761,37,20,0,0,632,2,675,1,0,17,0,6,0,77,0,163,2,0,1,7,0,0,17,1400,0,1,0,2
CNTRL23,0,0,3,0,1,0,29,69,0,1,0,1,0,0,10,0,1,0,579,4,82,7,39,0,1,1,0,0,4,0,0,10,833,27,48,64,87,0,51,102,0,68,0,1,14,6,2,0,0,0,91,0,0,13,36,0,0,14136,7,246,158,0,0,0,0,308,0,257,0,0,13,1,0,1,0,0,15,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,1,97,0,0,38,0,7,1,0,0,0,1,55,0,1,0,0,0,3,22,0,91,2,0,22,0,0,0,12,0,63,0,0,0,0,0,0,5,677,0,0,0,0
CNTRL300,128,7,0,0,3,0,2,3,0,67,0,4,0,9,105,20,45,0,131,4,209,0,259,0,2,17,44,11,97,0,17,0,419,28,19,4,790,7,7,61,0,178,0,0,0,14,99,34,624,0,149,1,279,0,22,56,8,47,8,382,525,0,14,0,0,117,0,437,0,0,11,6,2,3,1,0,0,0,6,13,16,0,2,5,0,177,2,1,1,0,0,52,133,477,2,3,17,1,2,0,0,2,0,0,27,1,8296,2,31,0,8,39,0,661,10,3,16,0,95,0,145,0,13,1,1204,4,0,0,131,10,2565,26,1,50,0
CNTRL48,0,0,0,3,171,7,6,0,0,0,5,0,0,0,3,0,5,9,79,3,1999,0,616,0,3,0,0,0,132,0,4,0,17,0,490,1784,1086,0,7,0,0,19,0,3,0,1,0,0,0,0,267,153,0,0,124,0,0,88,0,7,45,2,0,0,42,1467,64,5,36,0,7,0,0,0,0,0,108,0,1,109,0,0,0,0,0,0,0,7,0,3,1,2,1,3,0,0,5,0,1,0,2,0,3,0,71,0,2,51,0,0,5,15,26,93,0,0,0,0,9,0,2,8,9423,4,0,0,15,1,0,1,1197,0,0,0,2
CNTRL52,5,10,0,1,3,5,2,76,4,323,0,99,0,2,3,0,0,0,512,13,7133,0,132,0,6,2,0,0,3,0,0,1,586,73,9,137,567,0,21,713,2,323,0,1,0,2,5,0,7,1,228,16,0,0,0,18,0,4,18,46,2311,0,2,0,5,1039,4,207,2,0,11,12,0,4,1,1,244,1,3,25,3,0,0,0,0,0,0,0,0,0,3,0,3,312,0,0,13,0,3,1,0,0,0,0,0,0,15,39,7,0,0,1001,4,1559,0,0,8,0,4,0,24,0,416,10,0,2,3,0,0,3,1493,0,0,0,0
CNTRL82,0,0,0,16,42,2,4,1,0,478,0,0,0,3,118,0,22,0,31,0,421,2,231,0,6,0,202,0,351,0,1098,7,217,19,1607,0,242,2,117,120,0,59,0,0,1,24,22,0,24,0,380,0,0,4,320,125,1,31,2,75,17,0,6,0,1,59,0,3728,0,0,13,1,0,0,0,0,4,2,1,11,2,0,0,596,0,0,1,1,0,0,0,16,0,1110,1,3,1,1,2,0,0,18,0,0,171,0,8,1,24,5,8,26,2,5134,31,0,4,0,78,0,116,2,17,0,0,1,1,0,0,0,2115,0,0,0,0
CNTRL89,4,0,0,0,22,93,1,6,0,0,0,1,0,0,82,0,0,0,49,2,6358,0,1375,0,11,0,0,0,3,0,1142,0,26,39,196,71,205,0,286,1321,1,373,0,1,1,60,0,0,2,0,312,5,0,2,291,2,0,53,3,120,35,0,0,0,2,1156,2,19,0,0,32,0,0,0,19,3,85,105,5,18,5,0,0,1,0,0,0,4,0,0,0,3,2,52,0,0,0,0,3,0,0,0,0,0,0,0,5,10,3,2,4,150,3,4735,0,0,22,0,0,0,13,1,401,2,0,1,0,0,0,38,529,0,0,0,0
CNTRLA1,0,1,4,0,58,13,952,24,0,39,0,1,0,3,383,2,12,7,1821,45,1171,0,420,0,6,0,0,0,16,0,21,0,143,63,2934,157,562,3,4151,397,3,441,0,0,1,5,2,0,79,0,234,103,0,0,5,6,0,3,0,169,141,0,5,0,5,319,5,38,0,0,42,1,1,1,0,64,29,11,4,20,2,0,0,1448,0,0,0,7,0,1,2,3,1,39,2,1,3,0,7,0,1,0,0,0,2,0,23,30,2,3,1,415,16,982,0,0,7,0,5,0,9,1,616,0,0,0,3,3,0,293,845,0,46,0,1
CNTRLA10,1,23,0,1,32,63,6,40,0,2,0,0,0,0,152,1,4,2,187,3,1871,1,4066,0,1,1,0,0,14,0,1,13,636,44,151,304,419,0,228,556,0,340,0,1,47,142,0,0,2,0,464,11,0,9,108,4,0,2770,0,466,121,0,1,0,6,1644,4,211,2,0,108,9,0,0,0,3,60,31,6,8,0,0,0,1,0,0,0,1,0,0,0,3,2,99,0,0,2,0,13,0,0,0,0,0,43,0,2,11,6,0,8,200,3,635,0,0,78,0,1,0,15,3,251,1,0,0,0,0,0,10,993,0,0,0,0
