"","Abiotrophia","Acetanaerobacterium","Acetitomaculum","Acetivibrio","Acetoanaerobium","Acetobacter","Achromobacter","Acidaminobacter","Acidaminococcus","Acidovorax","Acinetobacter","Actinobacillus","Actinobaculum","Actinomyces","Adlercreutzia","Aerococcus","Aeromonas","Aggregatibacter","Akkermansia","Alcaligenes","Alistipes","Alkalibacter","Alkalibacterium","Alkalibaculum","Alkaliphilus","Allisonella","Allobaculum","Alloscardovia","Anaerobiospirillum","Anaerobranca","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroglobus","Anaerophaga","Anaeroplasma","Anaerorhabdus","Anaerosphaera","Anaerosporobacter","Anaerostipes","Anaerotruncus","Anaerovibrio","Anaerovorax","Aquabacterium","Aquaspirillum","Arcanobacterium","Arthrobacter","Asteroleplasma","Atopobium","Atopostipes","Azonexus","Azospirillum","Bacillus","Bacteroides","Barnesiella","Bdellovibrio","Bifidobacterium","Bilophila","Blautia","Brachybacterium","Brachyspira","Bradyrhizobium","Brevibacillus","Brevibacterium","Brevundimonas","Bulleidia","Burkholderia","Butyricicoccus","Butyricimonas","Butyrivibrio","Caldilinea","Caldimonas","Caloramator","Campylobacter","Carnobacterium","Catenibacterium","Catonella","Cedecea","Cellulomonas","Cellulosilyticum","Cerasicoccus","Chryseobacterium","Citrobacter","Cloacibacillus","Cloacibacterium","Clostridium_III","Clostridium_IV","Clostridium_XI","Clostridium_XII","Clostridium_XVIII","Clostridium_XlVa","Clostridium_XlVb","Clostridium_sensu_stricto","Collinsella","Comamonas","Coprobacillus","Coprococcus","Coraliomargarita","Coriobacterium","Corynebacterium","Cronobacter","Cryptobacterium","Cupriavidus","Dehalobacter","Delftia","Denitrobacterium","Dermabacter","Desmospora","Desulfitobacterium","Desulfobulbus","Desulfohalobium","Desulfosporosinus","Desulfotomaculum","Desulfovibrio","Dethiobacter","Dethiosulfatibacter","Devosia","Dialister","Dietzia","Dongia","Dorea","Dysgonomonas","Eggerthella","Elizabethkingia","Elusimicrobium","Enhydrobacter","Enterobacter","Enterococcus","Enterorhabdus","Eremococcus","Erwinia","Erysipelothrix","EscherichiaShigella","Ethanoligenens","Eubacterium","Facklamia","Faecalibacterium","Fastidiosipila","Filifactor","Finegoldia","Flavobacterium","Flavonifractor","Fodinicurvata","Francisella","Fusobacterium","Galbibacter","Gallicola","Gardnerella","Gemella","Gemmiger","Geoalkalibacter","Geobacillus","Georgfuchsia","Geosporobacter","Gordonibacter","Gracilibacter","Granulicatella","Haemophilus","Hafnia","Hallella","Halochromatium","Halomonas","Haloplasma","Helcococcus","Helicobacter","Heliobacterium","Herbaspirillum","Hespellia","Holdemania","Howardella","Humibacter","Hydrogenoanaerobacterium","Hydrotalea","Hymenobacter","Janthinobacterium","Jonquetella","Kangiella","Kiloniella","Klebsiella","Kluyvera","Kocuria","Lachnobacterium","Lactobacillus","Lactococcus","Lactonifactor","Leptotrichia","Leucobacter","Leuconostoc","Limnobacter","Listeria","Lutispora","Lysinibacillus","Mangrovibacter","Marispirillum","Marvinbryantia","Megamonas","Megasphaera","Mesoplasma","Methanobrevibacter","Methanosphaera","Methylobacterium","Microbacterium","Micrococcus","Mitsuokella","Mobiluncus","Modestobacter","Mogibacterium","Moorella","Moraxella","Morganella","Moryella","Mucilaginibacter","Murdochiella","Mycobacterium","Mycoplasma","Natronincola","Negativicoccus","Neisseria","Nesterenkonia","Nocardioides","Nonomuraea","Nosocomiicoccus","Novispirillum","Novosphingobium","Odoribacter","Olsenella","Oribacterium","Oscillibacter","Oxalicibacterium","Oxalobacter","Paenibacillus","Paludibacter","Pantoea","Papillibacter","Parabacteroides","Paracoccus","Paraeggerthella","Parapedobacter","Paraprevotella","Parasporobacterium","Parasutterella","Parvimonas","Pectobacterium","Pediococcus","Pedobacter","Pelistega","Pelomonas","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Phyllobacterium","Planobacterium","Plesiomonas","Pontibacter","Porphyromonas","Prevotella","Propionibacterium","Proteocatella","Proteus","Providencia","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonas","Pseudoxanthomonas","Psychrobacter","Psychromonas","Pyramidobacter","Ralstonia","Raoultella","Rhizobium","Rhodococcus","Rhodospirillum","Rikenella","Robinsoniella","Roseburia","Rothia","Ruminobacter","Ruminococcus","Saccharibacillus","Saccharofermentans","Salmonella","Sarcina","Scardovia","Schlegelella","Schwartzia","Selenomonas","Serratia","Shewanella","Shimwellia","Shinella","Shuttleworthia","Slackia","Sneathia","Soehngenia","Solibacillus","Solobacterium","Sphingobacterium","Sphingobium","Sphingomonas","Sphingopyxis","Spirochaeta","Spiroplasma","Spirosoma","Sporacetigenium","Sporanaerobacter","Sporobacter","Sporosalibacterium","Sporosarcina","Staphylococcus","Stenotrophomonas","Streptacidiphilus","Streptobacillus","Streptococcus","Streptomyces","Subdoligranulum","Succinatimonas","Succiniclasticum","Succinivibrio","Sulfuritalea","Sutterella","Syntrophococcus","Syntrophomonas","TM7_genera_incertae_sedis","Tannerella","Tepidibacter","Tepidimicrobium","Tessaracoccus","Thermanaerovibrio","Thermoanaerobacter","Thermogymnomonas","Thermotalea","Thiohalobacter","Thiomonas","Thioprofundum","Tindallia","Tissierella","Treponema","Turicibacter","Unassigned","Ureaplasma","Vagococcus","Vampirovibrio","Varibaculum","Variovorax","Veillonella","Vibrio","Victivallis","Virgibacillus","Vulcanibacillus","Weissella","Yersinia","Zimmermannella"
"S31",0,90,0,4,0,0,0,0,8,0,0,0,0,2,0,0,0,0,16,0,544,0,0,0,0,0,51,0,0,0,0,0,0,0,0,24,0,0,8,61,4,0,12,0,70,0,0,0,0,0,11,0,0,2718,3,0,49,5,958,0,0,0,0,0,0,0,0,28,103,0,1,0,27,0,0,490,0,0,0,0,0,0,3,0,0,112,21,160,0,1,258,0,21,155,0,10,403,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,15,0,0,0,0,83,0,0,193,0,0,0,26,0,3,0,25,0,0,5,2,11,645,0,460,0,0,0,0,3,0,0,3,0,0,0,0,22,0,0,0,0,0,56,0,0,0,158,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,1,0,0,38,0,0,0,0,0,0,0,0,20,0,0,0,4,0,49,0,6,0,0,1,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,33,59,0,1159,0,7,0,0,0,0,242,0,0,0,2,0,15,0,0,0,0,0,0,35,0,0,2,0,0,0,0,27,226,0,0,0,0,4,35,0,0,0,0,0,0,0,0,0,13,0,1,171,0,0,453,0,248,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2895,0,0,0,0,0,0,0,19,0,0,0,0,0
"S33",0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,24,0,0,0,0,0,178,0,0,0,0,1,0,0,0,0,0,0,7,13,2,0,0,0,0,0,0,0,0,0,0,0,0,1942,34,0,0,0,246,0,0,0,0,0,0,0,0,42,24,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,229,44,8,0,1,1307,6,91,3,0,0,438,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,2,0,0,0,0,25,0,0,46,0,0,0,22,0,6,0,0,0,0,0,1,25,23,0,1990,0,0,0,1,6,0,0,0,0,0,0,0,93,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,1,5,0,2,0,5,0,0,0,0,0,0,41,0,0,52,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,1,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,370,0,0,0,0,0,0,158,0,0,0,53,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,28,710,0,0,0,0,21,22,0,0,0,0,0,0,0,0,0,17,0,1,487,0,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1766,0,0,0,0,0,1,0,0,0,0,9,0,0
"S34",0,16,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,6,14,0,0,0,0,2,0,0,0,0,0,0,1,12,0,1,1,0,0,0,0,47,2,0,0,0,0,54,126,0,253,2,80,0,59,0,0,0,0,0,0,12,0,0,0,0,3,0,0,4,0,0,0,0,0,0,6,0,0,5,12,54,0,1,145,0,158,82,0,0,136,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,15,0,0,0,92,0,0,64,0,0,0,21,0,7,0,9,0,0,10,84,0,114,0,408,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,2,0,0,1,0,0,151,0,1,0,0,0,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,25,17,143,0,0,0,1,0,0,31,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,27,2571,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,18,0,0,364,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,448,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,344,0,0,0,0,0,2,0,6,0,0,0,0,0
"S35",0,33,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,18,0,6,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,4,1,409,8,0,0,0,0,0,0,0,0,0,0,163,85,0,20,0,270,0,1,0,0,0,0,0,0,22,13,8,0,0,16,0,0,196,0,0,0,0,0,0,0,1,0,207,13,63,0,1,439,10,5,31,0,0,212,30,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,22,0,0,0,101,0,0,135,0,0,0,37,0,1,0,9,0,0,1,0,47,60,0,560,0,0,0,0,3,0,0,0,0,0,0,0,62,0,0,0,0,0,117,1,20,0,0,0,0,0,0,0,0,0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,0,1,8,9,272,0,0,0,1,0,0,43,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,22,0,0,0,0,27,3170,0,0,0,0,15,7,0,0,0,0,0,0,0,0,0,4,0,0,221,0,0,184,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,5,0,0,0,0,1,0,394,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,823,0,0,143,0,0,28,0,26,0,0,0,0,0
"S36",0,11,0,0,0,0,0,0,186,0,0,0,0,0,6,0,0,0,14,0,243,0,0,0,0,3,258,0,0,0,0,0,0,0,0,0,0,0,1,37,0,0,51,0,0,1,0,0,0,0,0,0,0,4026,3,0,18,7,348,0,0,0,0,0,2,0,0,48,71,0,0,0,18,0,0,57,0,0,0,0,0,0,2,0,0,338,99,30,0,79,447,10,7,67,0,0,110,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,26,0,0,0,0,0,0,242,0,0,0,27,0,2,0,12,0,0,0,33,0,91,0,502,0,0,0,0,23,0,0,134,0,0,0,0,656,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,28,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,144,6,2,297,0,0,0,0,0,0,336,0,0,0,11,0,41,0,0,0,0,0,0,0,0,0,31,0,0,0,0,27,106,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,11,0,0,64,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,71,0,0,57,0,678,0,89,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,198,0,0,0,0,0,0,0,0,0,0,0,0,0
"S37",0,60,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,22,0,7,0,0,0,0,9,141,0,0,0,0,6,0,0,16,0,0,0,43,23,15,8,14,0,5,10,0,24,0,0,2,0,0,609,58,0,149,0,457,0,6,0,0,0,0,0,0,77,4,2,0,0,5,2,0,351,0,0,0,0,0,0,5,0,0,97,18,8,0,1,378,9,1,27,0,0,488,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,6,20,0,0,0,69,0,0,302,0,0,0,23,0,6,0,5,0,0,10,0,2,170,0,794,0,0,0,0,13,0,0,7,48,0,0,1,74,0,0,0,0,0,81,1,0,0,71,0,0,0,0,0,0,1,1,20,0,0,1,0,0,0,0,0,0,0,0,0,1,457,0,0,0,0,0,0,0,2,0,0,0,0,0,236,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,65,9,36,198,0,0,0,0,0,0,46,0,0,0,0,0,0,2,0,0,0,0,0,3,1,1,0,0,0,0,0,365,1000,0,0,0,0,17,16,0,0,0,0,0,0,0,0,0,17,0,0,309,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0,0,6,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,5,0,0,0,0,42,0,1,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,716,11,1171,0,0,0,0,0,0,0,355,0,0,0,0,0
"S39",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,669,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,5,0,40,0,0,0,0,0,0,0,0,4891,249,0,98,12,1450,0,0,0,0,0,0,0,0,68,42,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,27,1,0,203,617,29,1,22,1,0,146,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,59,0,0,0,0,0,0,86,0,37,0,20,0,9,0,4,0,0,0,18,0,68,0,1180,0,0,0,0,10,0,0,38,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,72,0,0,1,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,182,0,0,420,0,3,0,0,0,0,536,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,26,2,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,22,0,0,539,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,473,0,0,0,0,0,0,0,0,0,0,0,0,0
"S40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,22,0,1,0,0,0,0,8,64,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,8,0,0,0,0,0,0,0,0,0,0,62,72,0,58,0,111,0,2,0,0,0,0,0,0,56,0,4,0,0,0,0,0,16,0,0,0,0,0,0,5,0,0,502,7,638,0,1,119,5,200,36,0,0,84,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,62,0,0,151,0,0,0,23,0,6,12,78,0,0,0,0,2,27,0,584,0,0,0,0,2,0,0,0,0,0,0,0,122,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,13,0,116,0,0,0,0,0,0,14,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,28,3516,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,17,0,0,124,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,12,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,17,0,0,0,0,279,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1064,0,0,7,0,0,2,0,0,0,0,0,0,0
"S41",0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,0,7,0,0,0,0,7,74,0,0,0,0,0,0,0,0,5,0,0,22,31,0,0,3,0,0,0,0,0,0,0,7,0,0,120,57,0,7,0,134,0,25,0,0,0,0,0,0,43,0,0,0,0,0,1,0,195,0,0,0,0,0,0,7,0,0,17,4,34,0,1,422,8,57,42,1,0,61,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,37,0,0,81,0,0,0,20,0,9,0,3,0,0,0,0,2,20,0,321,0,0,0,0,7,0,0,0,0,0,0,0,26,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,94,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,12,8,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,26,2989,0,0,0,0,63,2,0,0,0,0,0,0,0,0,0,22,0,0,619,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,189,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,790,0,0,32,0,0,1,0,0,0,0,0,0,0
"S42",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,5,105,0,0,0,0,0,0,0,0,0,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,304,3,0,2,0,127,0,0,0,0,0,2,0,0,32,0,0,0,0,0,0,0,158,0,0,0,0,0,0,2,0,0,0,2,2,0,1,510,14,1,10,0,0,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,109,0,0,0,27,0,2,0,0,0,0,0,0,0,8,0,18,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,1,0,17,0,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,27,5613,0,0,0,0,128,1,0,0,0,0,0,0,0,0,0,11,0,0,980,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,248,0,0,0,0,0,1,0,0,0,0,0,0,0
"S43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,13,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,2,0,3,0,0,0,0,0,0,0,0,133,18,0,21,0,111,0,26,0,0,0,0,0,0,158,8,0,0,0,9,18,0,60,0,0,0,0,0,0,6,0,0,44,16,102,0,1,250,22,8,15,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,54,0,0,30,0,0,0,22,0,6,0,1,0,0,0,0,0,4,0,1047,0,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,0,0,26,1,58,0,0,0,0,0,0,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,59,0,0,0,0,0,0,56,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,28,3938,0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,17,0,0,1335,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,623,0,0,8,0,0,24,0,0,0,0,0,0,0
"SAMN04382182",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,77,4,0,5,0,0,0,0,0,0,0,0,0,0,2459,1219,0,26,10,225,0,0,0,0,0,0,0,0,23,32,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,138,125,1,0,6,409,16,11,11,0,0,335,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,36,0,0,0,219,0,0,220,0,0,0,0,0,0,0,2,0,0,0,1,15,289,0,377,0,0,0,0,2,1,0,0,0,0,0,0,97,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66,0,0,694,0,2,0,0,0,0,166,0,0,0,184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,10,0,0,63,0,0,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,420,0,0,0,0,0,4,0,6,0,0,0,0,0
"SAMN04382183",0,7,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,25,0,16,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,1,0,0,0,0,0,0,0,0,0,0,2570,29,0,11,10,122,0,0,0,0,0,0,0,0,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,9,5,0,1,173,5,2,10,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,23,0,0,0,0,0,0,0,0,0,0,0,2,1,35,0,550,0,0,0,0,9,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,192,0,0,0,0,0,0,157,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1615,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,478,0,0,68,0,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2169,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,1,0,0,0,0,0,0,0
"SAMN04382184",0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,399,1,0,0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,15,119,15,0,1,0,0,0,0,0,0,0,0,0,0,1700,240,0,14,2,323,0,0,0,0,0,0,0,0,12,55,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,4,49,9,0,13,261,34,8,33,0,0,223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,53,0,0,0,305,0,0,86,0,2,0,0,0,0,0,5,0,0,0,0,0,21,0,700,0,0,0,0,12,0,0,0,0,0,0,0,74,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,3,4,0,7,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,157,0,0,0,0,0,0,165,0,0,0,0,0,1,0,0,0,0,0,0,23,0,0,0,0,0,0,0,316,3007,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,21,0,0,523,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,1,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,3,0,0,0,0,0,0,0
"SAMN04382185",0,11,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,1,6,0,38,5,0,0,0,0,0,0,0,0,0,0,120,67,0,41,0,143,0,0,0,0,0,0,0,0,25,26,17,0,0,11,52,0,86,0,0,0,0,0,0,0,0,0,78,4,19,0,0,264,6,12,10,0,0,72,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,52,0,0,50,0,0,0,0,0,0,0,0,0,0,9,1,16,114,0,1241,0,0,0,0,1,0,0,0,0,0,0,0,109,9,0,0,0,0,92,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,3,0,69,0,0,3,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,313,0,0,5,12,427,0,0,0,0,0,0,133,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,84,2951,0,0,0,0,7,33,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2037,0,0,14,0,0,4,0,397,0,0,0,0,0
